owl2dl_profile_violation,annotation_property_count,obj_property_count_incl,tboxrbox_size_incl,signature_size,owl2_rl,reasoner_jar,indiv_count,axiom_types_incl,rule_ct_incl,anno_ct,experiment_version,tbox_nominals,filepath,AL,datatypes_count_incl,experiment_date,owl2,signature_size_incl,ax_complexrhs_ct,owl2_ql,param_ontfile,param_reasoner,avg_size_complexrhs,logical_axiom_count,filename,owl2_el,class_count,logical_axiom_count_incl,peak_memory_usage,jar_name,avg_size_complexrhs_incl,dt_builtin_ct,dataproperty_count_incl,dt_notbuiltin_ct,reasoner_class,rdfs,abox_nominals_incl,filesize,owlapi_version,obj_property_count,valid_imports,constructs,dt_builtin_ct_incl,rbox_size,tbox_nominals_incl,ax_complexrhs_ct_incl,dataproperty_count,abox_size_incl,indiv_count_incl,tbox_size,owl2_dl,rbox_size_incl,rule_ct,reasoner,tboxrbox_size,axiom_type_count,tbox_size_incl,abox_nominals,experiment_runid,datatypes_count,experiment_id,axiom_types,axiom_type_count_incl,dt_notbuiltin_ct_incl,class_count_incl,constructs_incl,reasoner_timeout,abox_size,inf_hier_directory,fixed_profile_violations
,0,352,37666,28389,0,metrics.jar,634,TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf DataPropertyRange SubClassOf ClassAssertion ObjectPropertyRange ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration FunctionalDataProperty InverseObjectProperties ,0,0,1.0.0.0,1,/home/zeus/experiments/bpdownload/repo/owlxml,AL,2,2017/3/31 9:57,1,28389,3020,0,/home/zeus/experiments/bpdownload/repo/owlxml/aura.kb_bio_101.1.owl.xml,hermit,34.61721854,38380,aura.kb_bio_101.1.owl.xml,0,27396,38380,4358705096,metrics.jar,34.61721854,2,5,0,ReasonerFactory,0,0,65345356,metrics.jar,352,,Q S D H I O ,2,24,1,3020,5,714,634,37642,1,24,0,,37666,TransitiveObjectProperty:17 FunctionalObjectProperty:124 SubObjectPropertyOf:5 DataPropertyRange:5 SubClassOf:27760 ClassAssertion:714 ObjectPropertyRange:229 ObjectPropertyDomain:229 DisjointClasses:9290 DataPropertyDomain:2 Declaration:28387 FunctionalDataProperty:3 InverseObjectProperties:2 ,37642,0,2.76179E+15,2,OntologyMetricsGathering,TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf DataPropertyRange SubClassOf ClassAssertion ObjectPropertyRange ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration FunctionalDataProperty InverseObjectProperties ,TransitiveObjectProperty:17 FunctionalObjectProperty:124 SubObjectPropertyOf:5 DataPropertyRange:5 SubClassOf:27760 ClassAssertion:714 ObjectPropertyRange:229 ObjectPropertyDomain:229 DisjointClasses:9290 DataPropertyDomain:2 Declaration:28387 FunctionalDataProperty:3 InverseObjectProperties:2 ,0,27396,Q S D H I O ,20000000,714,null,
,0,17,1023,940,0,metrics.jar,0,EquivalentClasses TransitiveObjectProperty ReflexiveObjectProperty SubObjectPropertyOf SubDataPropertyOf SymmetricObjectProperty Declaration SubClassOf InverseObjectProperties ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,AL,3,2017/3/31 9:57,1,940,116,0,/home/zeus/experiments/bpdownload/repo/owlxml/bao-gpcr.g-protein-coupled-receptor-bioassays-ontology.23.owl.xml,hermit,1.405172414,1023,bao-gpcr.g-protein-coupled-receptor-bioassays-ontology.23.owl.xml,0,904,1023,280570120,metrics.jar,1.405172414,3,16,0,ReasonerFactory,0,0,309844,metrics.jar,17,,R D E I AL TRAN ,3,22,0,116,16,0,0,1001,1,22,0,,1023,EquivalentClasses:20 TransitiveObjectProperty:2 ReflexiveObjectProperty:1 SubObjectPropertyOf:8 SubDataPropertyOf:5 SymmetricObjectProperty:3 Declaration:935 SubClassOf:981 InverseObjectProperties:3 ,1001,0,2.76181E+15,3,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty ReflexiveObjectProperty SubObjectPropertyOf SubDataPropertyOf SymmetricObjectProperty Declaration SubClassOf InverseObjectProperties ,EquivalentClasses:20 TransitiveObjectProperty:2 ReflexiveObjectProperty:1 SubObjectPropertyOf:8 SubDataPropertyOf:5 SymmetricObjectProperty:3 Declaration:935 SubClassOf:981 InverseObjectProperties:3 ,0,904,R D E I AL TRAN ,20000000,0,null,
UseOfNonSimplePropertyInCardinalityRestriction:1 ,0,135,7756,6792,0,metrics.jar,1,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf SubDataPropertyOf SymmetricObjectProperty SubPropertyChainOf DataPropertyRange SubClassOf ObjectPropertyRange DisjointObjectProperties EquivalentObjectProperties ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration FunctionalDataProperty InverseObjectProperties ,0,0,1.0.0.0,1,/home/zeus/experiments/bpdownload/repo/owlxml,AL,5,2017/3/31 9:57,1,6792,529,0,/home/zeus/experiments/bpdownload/repo/owlxml/bao.bioassay-ontology.29.owl.xml,hermit,1.631379962,7756,bao.bioassay-ontology.29.owl.xml,0,6600,7756,497468928,metrics.jar,1.631379962,5,51,0,ReasonerFactory,0,0,2193047,metrics.jar,135,,Q R S D I O ,5,168,1,529,51,0,1,7588,0,168,0,,7756,EquivalentClasses:79 TransitiveObjectProperty:5 FunctionalObjectProperty:1 SubObjectPropertyOf:76 SubDataPropertyOf:32 SymmetricObjectProperty:3 SubPropertyChainOf:2 DataPropertyRange:25 SubClassOf:7450 ObjectPropertyRange:3 DisjointObjectProperties:1 EquivalentObjectProperties:1 ObjectPropertyDomain:3 DisjointClasses:21 DataPropertyDomain:1 Declaration:6785 FunctionalDataProperty:5 InverseObjectProperties:48 ,7588,0,2.76181E+15,5,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf SubDataPropertyOf SymmetricObjectProperty SubPropertyChainOf DataPropertyRange SubClassOf ObjectPropertyRange DisjointObjectProperties EquivalentObjectProperties ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration FunctionalDataProperty InverseObjectProperties ,EquivalentClasses:79 TransitiveObjectProperty:5 FunctionalObjectProperty:1 SubObjectPropertyOf:76 SubDataPropertyOf:32 SymmetricObjectProperty:3 SubPropertyChainOf:2 DataPropertyRange:25 SubClassOf:7450 ObjectPropertyRange:3 DisjointObjectProperties:1 EquivalentObjectProperties:1 ObjectPropertyDomain:3 DisjointClasses:21 DataPropertyDomain:1 Declaration:6785 FunctionalDataProperty:5 InverseObjectProperties:48 ,0,6600,Q R S D I O ,20000000,0,null,
,0,0,32682,24867,1,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,AL,0,2017/3/31 9:57,1,24867,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/bcchrcatalog.bc-childrens-hospital-research-institute-study-catalog.15.owl.xml,hermit,NaN,32682,bcchrcatalog.bc-childrens-hospital-research-institute-study-catalog.15.owl.xml,1,24867,32682,583490040,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,4955244,metrics.jar,0,,AL ,0,0,0,0,0,0,0,32682,1,0,0,,32682,Declaration:24867 SubClassOf:32682 ,32682,0,2.76181E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:24867 SubClassOf:32682 ,0,24867,AL ,20000000,0,null,
,0,50,331,245,0,metrics.jar,24,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf SubPropertyChainOf SubDataPropertyOf SubClassOf ObjectPropertyRange ClassAssertion ObjectPropertyDomain DisjointClasses Declaration InverseObjectProperties DifferentIndividuals IrrefexiveObjectProperty ObjectPropertyAssertion ,0,0,1.0.0.0,1,/home/zeus/experiments/bpdownload/repo/owlxml,AL,0,2017/3/31 9:57,1,245,53,0,/home/zeus/experiments/bpdownload/repo/owlxml/bco.biological-collections-ontology.9.owl.xml,hermit,1.698113208,356,bco.biological-collections-ontology.9.owl.xml,0,155,356,237170520,metrics.jar,1.698113208,0,16,0,ReasonerFactory,0,0,106541,metrics.jar,50,,Q R S D I O ,0,61,1,53,16,25,24,270,1,61,0,,331,EquivalentClasses:23 TransitiveObjectProperty:6 FunctionalObjectProperty:1 SubObjectPropertyOf:21 SubPropertyChainOf:3 SubDataPropertyOf:13 SubClassOf:197 ObjectPropertyRange:21 ClassAssertion:19 ObjectPropertyDomain:21 DisjointClasses:7 Declaration:243 InverseObjectProperties:17 DifferentIndividuals:2 IrrefexiveObjectProperty:1 ObjectPropertyAssertion:4 ,270,0,2.76182E+15,0,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf SubPropertyChainOf SubDataPropertyOf SubClassOf ObjectPropertyRange ClassAssertion ObjectPropertyDomain DisjointClasses Declaration InverseObjectProperties DifferentIndividuals IrrefexiveObjectProperty ObjectPropertyAssertion ,EquivalentClasses:23 TransitiveObjectProperty:6 FunctionalObjectProperty:1 SubObjectPropertyOf:21 SubPropertyChainOf:3 SubDataPropertyOf:13 SubClassOf:197 ObjectPropertyRange:21 ClassAssertion:19 ObjectPropertyDomain:21 DisjointClasses:7 Declaration:243 InverseObjectProperties:17 DifferentIndividuals:2 IrrefexiveObjectProperty:1 ObjectPropertyAssertion:4 ,0,155,Q R S D I O ,20000000,25,null,
,0,4,458,257,0,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,AL,0,2017/3/31 9:57,1,257,265,1,/home/zeus/experiments/bpdownload/repo/owlxml/bcteo.bone-and-cartilage-tissue-engineering-ontology.4.owl.xml,hermit,1,458,bcteo.bone-and-cartilage-tissue-engineering-ontology.4.owl.xml,1,253,458,236706416,metrics.jar,1,0,0,0,ReasonerFactory,0,0,133756,metrics.jar,4,,E AL ,0,0,0,265,0,0,0,458,1,0,0,,458,Declaration:257 SubClassOf:458 ,458,0,2.76182E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:257 SubClassOf:458 ,0,253,E AL ,20000000,0,null,
,0,0,109,110,0,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,AL,0,2017/3/31 9:57,1,110,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/bctt.behaviour-change-technique-taxonomy.6.owl.xml,hermit,NaN,109,bctt.behaviour-change-technique-taxonomy.6.owl.xml,1,110,109,235715976,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,18733,metrics.jar,0,,AL ,0,0,0,0,0,0,0,109,1,0,0,,109,Declaration:109 SubClassOf:109 ,109,0,2.76182E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:109 SubClassOf:109 ,0,110,AL ,20000000,0,null,
,0,12,3971,3677,0,metrics.jar,0,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty ObjectPropertyDomain DisjointClasses DataPropertyRange Declaration SubClassOf ObjectPropertyRange InverseObjectProperties ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,AL,1,2017/3/31 9:57,1,3677,2475,0,/home/zeus/experiments/bpdownload/repo/owlxml/bdo.bone-dysplasia-ontology.9.owl.xml,hermit,1.16,3971,bdo.bone-dysplasia-ontology.9.owl.xml,0,3663,3971,582725152,metrics.jar,1.16,1,1,0,ReasonerFactory,0,0,1730888,metrics.jar,12,,S D F I ,1,3,0,2475,1,0,0,3968,1,3,0,,3971,EquivalentClasses:4 TransitiveObjectProperty:2 FunctionalObjectProperty:2 ObjectPropertyDomain:9 DisjointClasses:6 DataPropertyRange:1 Declaration:3676 SubClassOf:3937 ObjectPropertyRange:9 InverseObjectProperties:1 ,3968,0,2.76182E+15,1,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty ObjectPropertyDomain DisjointClasses DataPropertyRange Declaration SubClassOf ObjectPropertyRange InverseObjectProperties ,EquivalentClasses:4 TransitiveObjectProperty:2 FunctionalObjectProperty:2 ObjectPropertyDomain:9 DisjointClasses:6 DataPropertyRange:1 Declaration:3676 SubClassOf:3937 ObjectPropertyRange:9 InverseObjectProperties:1 ,0,3663,S D F I ,20000000,0,null,
,0,0,52,35,1,metrics.jar,0,DisjointClasses Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,AL,0,2017/3/31 9:57,1,35,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/bfo.basic-formal-ontology.2.owl.xml,hermit,NaN,52,bfo.basic-formal-ontology.2.owl.xml,1,35,52,235548800,metrics.jar,NaN,0,0,0,ReasonerFactory,0,0,13379,metrics.jar,0,,C AL ,0,0,0,0,0,0,0,52,1,0,0,,52,DisjointClasses:18 Declaration:35 SubClassOf:34 ,52,0,2.76182E+15,0,OntologyMetricsGathering,DisjointClasses Declaration SubClassOf ,DisjointClasses:18 Declaration:35 SubClassOf:34 ,0,35,C AL ,20000000,0,null,
,0,0,2542,2534,1,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALC,0,2017/3/31 9:57,1,2534,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/bhn.biologie-hors-nomenclature.1.owl.xml,hermit,NaN,2542,bhn.biologie-hors-nomenclature.1.owl.xml,1,2534,2542,322813448,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,414733,metrics.jar,0,,AL ,0,0,0,0,0,0,0,2542,1,0,0,,2542,Declaration:2534 SubClassOf:2542 ,2542,0,2.76182E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:2534 SubClassOf:2542 ,0,2534,AL ,20000000,0,null,
,0,33,1925,584,0,metrics.jar,0,EquivalentClasses FunctionalObjectProperty ObjectPropertyDomain DisjointClasses DataPropertyDomain DataPropertyRange Declaration FunctionalDataProperty SubClassOf ObjectPropertyRange InverseFunctionalObjectProperty ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALC,2,2017/3/31 9:57,1,584,469,0,/home/zeus/experiments/bpdownload/repo/owlxml/bho.bleeding-history-phenotype-ontology.3.owl.xml,hermit,1.501066098,1925,bho.bleeding-history-phenotype-ontology.3.owl.xml,0,544,1925,323744960,metrics.jar,1.501066098,2,5,0,ReasonerFactory,0,0,390137,metrics.jar,33,,C D F I AL ,2,0,0,469,5,0,0,1925,1,0,0,,1925,EquivalentClasses:2 FunctionalObjectProperty:17 ObjectPropertyDomain:58 DisjointClasses:797 DataPropertyDomain:1 DataPropertyRange:3 Declaration:581 FunctionalDataProperty:3 SubClassOf:1004 ObjectPropertyRange:39 InverseFunctionalObjectProperty:1 ,1925,0,2.76182E+15,2,OntologyMetricsGathering,EquivalentClasses FunctionalObjectProperty ObjectPropertyDomain DisjointClasses DataPropertyDomain DataPropertyRange Declaration FunctionalDataProperty SubClassOf ObjectPropertyRange InverseFunctionalObjectProperty ,EquivalentClasses:2 FunctionalObjectProperty:17 ObjectPropertyDomain:58 DisjointClasses:797 DataPropertyDomain:1 DataPropertyRange:3 Declaration:581 FunctionalDataProperty:3 SubClassOf:1004 ObjectPropertyRange:39 InverseFunctionalObjectProperty:1 ,0,544,C D F I AL ,20000000,0,null,
IllegalPunning:2 UseOfUndeclaredDataProperty:1 UseOfUndeclaredObjectProperty:1 ,0,7,199,213,0,metrics.jar,34,DataPropertyAssertion ObjectPropertyDomain EquivalentDataProperties SubObjectPropertyOf SubDataPropertyOf DataPropertyRange DataPropertyDomain Declaration SubClassOf ClassAssertion ObjectPropertyRange ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALC,3,2017/3/31 9:57,1,213,0,0,/home/zeus/experiments/bpdownload/repo/owlxml/bim.biomedical-image-ontology.6.owl.xml,hermit,NaN,239,bim.biomedical-image-ontology.6.owl.xml,0,125,239,236581480,metrics.jar,NaN,2,44,1,ReasonerFactory,0,0,62774,metrics.jar,7,,D H AL ,2,6,0,0,44,40,34,193,0,6,0,,199,DataPropertyAssertion:2 ObjectPropertyDomain:5 EquivalentDataProperties:4 SubObjectPropertyOf:1 SubDataPropertyOf:1 DataPropertyRange:36 DataPropertyDomain:30 Declaration:208 SubClassOf:118 ClassAssertion:38 ObjectPropertyRange:4 ,193,0,2.76183E+15,3,OntologyMetricsGathering,DataPropertyAssertion ObjectPropertyDomain EquivalentDataProperties SubObjectPropertyOf SubDataPropertyOf DataPropertyRange DataPropertyDomain Declaration SubClassOf ClassAssertion ObjectPropertyRange ,DataPropertyAssertion:2 ObjectPropertyDomain:5 EquivalentDataProperties:4 SubObjectPropertyOf:1 SubDataPropertyOf:1 DataPropertyRange:36 DataPropertyDomain:30 Declaration:208 SubClassOf:118 ClassAssertion:38 ObjectPropertyRange:4 ,1,125,D H AL ,20000000,40,null,
,0,213,2511,1764,0,metrics.jar,0,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty ReflexiveObjectProperty SubObjectPropertyOf SubDataPropertyOf SymmetricObjectProperty SubPropertyChainOf DataPropertyRange SubClassOf ObjectPropertyRange AsymmetricObjectProperty ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration FunctionalDataProperty InverseObjectProperties InverseFunctionalObjectProperty IrrefexiveObjectProperty ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALC,11,2017/3/31 9:57,1,1764,434,0,/home/zeus/experiments/bpdownload/repo/owlxml/biomo.biological-observation-matrix-ontology.1.owl.xml,hermit,1.456221198,2511,biomo.biological-observation-matrix-ontology.1.owl.xml,0,1533,2511,410642240,metrics.jar,1.456221198,11,7,0,ReasonerFactory,0,0,745271,metrics.jar,213,,Q R S D I ,11,374,0,434,7,0,0,2137,1,374,0,,2511,EquivalentClasses:50 TransitiveObjectProperty:28 FunctionalObjectProperty:13 ReflexiveObjectProperty:3 SubObjectPropertyOf:217 SubDataPropertyOf:1 SymmetricObjectProperty:35 SubPropertyChainOf:1 DataPropertyRange:6 SubClassOf:1916 ObjectPropertyRange:26 AsymmetricObjectProperty:2 ObjectPropertyDomain:27 DisjointClasses:81 DataPropertyDomain:5 Declaration:1753 FunctionalDataProperty:5 InverseObjectProperties:84 InverseFunctionalObjectProperty:8 IrrefexiveObjectProperty:3 ,2137,0,2.76183E+15,11,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty ReflexiveObjectProperty SubObjectPropertyOf SubDataPropertyOf SymmetricObjectProperty SubPropertyChainOf DataPropertyRange SubClassOf ObjectPropertyRange AsymmetricObjectProperty ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration FunctionalDataProperty InverseObjectProperties InverseFunctionalObjectProperty IrrefexiveObjectProperty ,EquivalentClasses:50 TransitiveObjectProperty:28 FunctionalObjectProperty:13 ReflexiveObjectProperty:3 SubObjectPropertyOf:217 SubDataPropertyOf:1 SymmetricObjectProperty:35 SubPropertyChainOf:1 DataPropertyRange:6 SubClassOf:1916 ObjectPropertyRange:26 AsymmetricObjectProperty:2 ObjectPropertyDomain:27 DisjointClasses:81 DataPropertyDomain:5 Declaration:1753 FunctionalDataProperty:5 InverseObjectProperties:84 InverseFunctionalObjectProperty:8 IrrefexiveObjectProperty:3 ,0,1533,Q R S D I ,20000000,0,null,
,0,61,439240,187597,0,metrics.jar,17,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty ReflexiveObjectProperty SubObjectPropertyOf SubPropertyChainOf SubClassOf ClassAssertion ObjectPropertyRange ObjectPropertyDomain DisjointClasses Declaration InverseObjectProperties InverseFunctionalObjectProperty ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALC,0,2017/3/31 9:57,1,187597,214075,0,/home/zeus/experiments/bpdownload/repo/owlxml/biomodels.biomodels-ontology.3.owl.xml,hermit,1.211580054,660188,biomodels.biomodels-ontology.3.owl.xml,0,187519,660188,8802306632,metrics.jar,1.211580054,0,0,0,ReasonerFactory,0,0,165120274,metrics.jar,61,,R S F I ,0,53,0,214075,0,220948,17,439187,1,53,0,,439240,EquivalentClasses:190 TransitiveObjectProperty:9 FunctionalObjectProperty:1 ReflexiveObjectProperty:2 SubObjectPropertyOf:31 SubPropertyChainOf:1 SubClassOf:438850 ClassAssertion:220948 ObjectPropertyRange:25 ObjectPropertyDomain:26 DisjointClasses:94 Declaration:187595 InverseObjectProperties:10 InverseFunctionalObjectProperty:1 ,439187,0,2.76183E+15,0,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty ReflexiveObjectProperty SubObjectPropertyOf SubPropertyChainOf SubClassOf ClassAssertion ObjectPropertyRange ObjectPropertyDomain DisjointClasses Declaration InverseObjectProperties InverseFunctionalObjectProperty ,EquivalentClasses:190 TransitiveObjectProperty:9 FunctionalObjectProperty:1 ReflexiveObjectProperty:2 SubObjectPropertyOf:31 SubPropertyChainOf:1 SubClassOf:438850 ClassAssertion:220948 ObjectPropertyRange:25 ObjectPropertyDomain:26 DisjointClasses:94 Declaration:187595 InverseObjectProperties:10 InverseFunctionalObjectProperty:1 ,0,187519,R S F I ,20000000,220948,null,
,0,0,3572,3580,1,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALC,0,2017/3/31 9:58,1,3580,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/birnlex.biomedical-informatics-research-network-project-lexicon.1.owl.xml,hermit,NaN,3572,birnlex.biomedical-informatics-research-network-project-lexicon.1.owl.xml,1,3580,3572,279680272,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,654578,metrics.jar,0,,AL ,0,0,0,0,0,0,0,3572,1,0,0,,3572,Declaration:3580 SubClassOf:3572 ,3572,0,2.76189E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:3580 SubClassOf:3572 ,0,3580,AL ,20000000,0,null,
,0,12,282,264,0,metrics.jar,0,Declaration SubClassOf InverseObjectProperties ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALC,0,2017/3/31 9:58,1,264,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/bmt.biomedical-topics.1.owl.xml,hermit,NaN,282,bmt.biomedical-topics.1.owl.xml,0,252,282,236267544,metrics.jar,NaN,0,0,0,ReasonerFactory,0,0,68780,metrics.jar,12,,I AL ,0,6,0,0,0,0,0,276,1,6,0,,282,Declaration:263 SubClassOf:276 InverseObjectProperties:6 ,276,0,2.76189E+15,0,OntologyMetricsGathering,Declaration SubClassOf InverseObjectProperties ,Declaration:263 SubClassOf:276 InverseObjectProperties:6 ,0,252,I AL ,20000000,0,null,
,0,0,104,100,1,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALC,0,2017/3/31 9:58,1,100,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/bno.bionutrition-ontology.2.owl.xml,hermit,NaN,104,bno.bionutrition-ontology.2.owl.xml,1,100,104,235655296,metrics.jar,NaN,0,0,0,ReasonerFactory,0,0,21741,metrics.jar,0,,AL ,0,0,0,0,0,0,0,104,1,0,0,,104,Declaration:100 SubClassOf:104 ,104,0,2.76189E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:100 SubClassOf:104 ,0,100,AL ,20000000,0,null,
,0,58,599,607,0,metrics.jar,315,DataPropertyAssertion ObjectPropertyDomain DisjointClasses DataPropertyDomain DataPropertyRange Declaration Rule FunctionalDataProperty ClassAssertion SubClassOf ObjectPropertyRange ObjectPropertyAssertion ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALC,5,2017/3/31 9:58,1,607,0,0,/home/zeus/experiments/bpdownload/repo/owlxml/bof.biodiversity-ontology.2.owl.xml,hermit,NaN,1367,bof.biodiversity-ontology.2.owl.xml,0,188,1367,323809504,metrics.jar,NaN,5,41,0,ReasonerFactory,0,0,312804,metrics.jar,58,,C D F AL ,5,0,0,0,41,768,315,599,1,0,0,,599,DataPropertyAssertion:335 ObjectPropertyDomain:58 DisjointClasses:234 DataPropertyDomain:36 DataPropertyRange:37 Declaration:602 Rule:20 FunctionalDataProperty:6 ClassAssertion:267 SubClassOf:173 ObjectPropertyRange:55 ObjectPropertyAssertion:166 ,599,0,2.76189E+15,5,OntologyMetricsGathering,DataPropertyAssertion ObjectPropertyDomain DisjointClasses DataPropertyDomain DataPropertyRange Declaration Rule FunctionalDataProperty ClassAssertion SubClassOf ObjectPropertyRange ObjectPropertyAssertion ,DataPropertyAssertion:335 ObjectPropertyDomain:58 DisjointClasses:234 DataPropertyDomain:36 DataPropertyRange:37 Declaration:602 Rule:20 FunctionalDataProperty:6 ClassAssertion:267 SubClassOf:173 ObjectPropertyRange:55 ObjectPropertyAssertion:166 ,0,188,C D F AL ,20000000,768,null,
,0,55,391,170,0,metrics.jar,0,TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf SubDataPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ObjectPropertyRange ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration FunctionalDataProperty InverseFunctionalObjectProperty InverseObjectProperties ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,ALC,5,2017/3/31 9:58,1,170,53,0,/home/zeus/experiments/bpdownload/repo/owlxml/bp.biopax-ontology-of-biological-pathways.1.owl.xml,hermit,1.075471698,391,bp.biopax-ontology-of-biological-pathways.1.owl.xml,0,69,391,280270520,metrics.jar,1.075471698,5,41,0,ReasonerFactory,0,0,74501,metrics.jar,55,,S D H I N ,5,14,0,53,41,0,0,377,1,14,0,,391,TransitiveObjectProperty:2 FunctionalObjectProperty:19 SubObjectPropertyOf:8 SubDataPropertyOf:2 SymmetricObjectProperty:1 DataPropertyRange:41 SubClassOf:121 ObjectPropertyRange:55 ObjectPropertyDomain:55 DisjointClasses:13 DataPropertyDomain:39 Declaration:164 FunctionalDataProperty:31 InverseFunctionalObjectProperty:3 InverseObjectProperties:1 ,377,0,2.7619E+15,5,OntologyMetricsGathering,TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf SubDataPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ObjectPropertyRange ObjectPropertyDomain DisjointClasses DataPropertyDomain Declaration FunctionalDataProperty InverseFunctionalObjectProperty InverseObjectProperties ,TransitiveObjectProperty:2 FunctionalObjectProperty:19 SubObjectPropertyOf:8 SubDataPropertyOf:2 SymmetricObjectProperty:1 DataPropertyRange:41 SubClassOf:121 ObjectPropertyRange:55 ObjectPropertyDomain:55 DisjointClasses:13 DataPropertyDomain:39 Declaration:164 FunctionalDataProperty:31 InverseFunctionalObjectProperty:3 InverseObjectProperties:1 ,0,69,S D H I N ,20000000,0,null,
